,PlatformWorkedWith,Windows,iOS,AWS,Docker,Linux,MacOS,Android,WordPress,Raspberry Pi,Heroku,Google Cloud Platform,Kubernetes,Arduino,Slack Apps and Integrations,Microsoft Azure,IBM Cloud or Watson
266,Android;Docker;Heroku;Linux;MacOS,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
267,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Docker;Kubernetes;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
269,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,AWS;Docker;Heroku;MacOS,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
273,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
274,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
276,Heroku;MacOS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
277,Arduino;Heroku;Linux;MacOS,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
278,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Android;AWS;Heroku;iOS;MacOS;Windows,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
281,Arduino;iOS;MacOS;Raspberry Pi;Windows,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
282,AWS;Docker;Linux;Raspberry Pi,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
283,AWS;Docker;Google Cloud Platform;iOS;MacOS;Raspberry Pi;Slack Apps and Integrations;WordPress,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0
284,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
285,Android;Linux;Microsoft Azure;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
286,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
287,AWS;Docker;Microsoft Azure,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
288,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
289,Android;Arduino;Docker;Heroku;Linux;Windows,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
290,Arduino;Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
291,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,Heroku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
293,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,Docker;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
295,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,AWS;Docker;Google Cloud Platform;Linux;Windows;WordPress,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
297,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,AWS;Docker;Kubernetes;Linux,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
299,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
302,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
303,Google Cloud Platform;Raspberry Pi,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
304,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
305,AWS;Docker;Google Cloud Platform;Linux;Windows,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
306,Heroku;MacOS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
307,Docker;Kubernetes;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
308,Android;Linux;Microsoft Azure;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
309,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
312,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
313,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
314,Arduino;Windows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
315,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,AWS;Docker;Heroku;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
317,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
319,AWS;Raspberry Pi;Windows,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
320,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
322,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,Docker;Google Cloud Platform;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
325,AWS;Docker;Linux;Windows;WordPress,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
326,Docker;Heroku;Linux,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
327,Android;Microsoft Azure;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
328,AWS;Docker;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
329,Android;Docker;Kubernetes;Linux;Microsoft Azure;Windows;WordPress,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
330,Heroku;Linux;Windows,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
331,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,Docker;Linux;Windows;WordPress,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
333,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
334,AWS;Linux;MacOS,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
339,Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
340,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
342,Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
343,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
348,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349,Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Raspberry Pi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Android;AWS;Heroku;iOS;MacOS;Windows,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
355,Android;Arduino;Docker;Google Cloud Platform;Linux;MacOS;Raspberry Pi;Windows,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0
356,Arduino;Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
357,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Android;Google Cloud Platform;Kubernetes,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
359,Docker;Google Cloud Platform;Microsoft Azure,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
360,Android;AWS;Heroku;iOS;Linux;MacOS;Raspberry Pi;Windows,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
361,Docker;Kubernetes;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
362,Arduino;Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
363,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Docker;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
369,Android;Arduino;iOS;Linux;Raspberry Pi;Windows,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
370,AWS;Docker;iOS;Linux;MacOS;Slack Apps and Integrations,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
371,AWS;Docker;Microsoft Azure;Windows,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
372,Android;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0
373,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
375,Docker;Linux;Slack Apps and Integrations;Windows;WordPress,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
376,IBM Cloud or Watson;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
378,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,Android;AWS;Google Cloud Platform;iOS;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0
380,AWS;Docker;Linux;Windows;WordPress,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
381,Docker;Linux;Microsoft Azure;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
382,Docker;Google Cloud Platform;Linux,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
383,Android;Google Cloud Platform;IBM Cloud or Watson;iOS,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
384,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Android;AWS;Linux;MacOS,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
387,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
390,Linux;Slack Apps and Integrations;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
391,Google Cloud Platform,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
392,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Android;Arduino;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
394,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395,Docker;Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Linux;WordPress,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
398,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Android;AWS;Docker;iOS;Linux;MacOS;Slack Apps and Integrations,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
400,Android;Arduino;Docker;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
401,Docker;Google Cloud Platform;Heroku;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
402,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Docker;Linux;MacOS;WordPress,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
404,Linux;WordPress,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
405,Android;AWS;Docker;Google Cloud Platform;Heroku;Linux,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
406,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
409,Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
410,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
411,Docker;Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
412,AWS;Google Cloud Platform;iOS;Linux;MacOS;Windows,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
413,Android;Linux;Raspberry Pi;WordPress,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
414,Android;Docker;Linux;Windows,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
415,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Heroku;Kubernetes;Linux;MacOS,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
417,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
418,Android;Linux;MacOS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
419,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
420,Android;AWS;Docker;Kubernetes;Linux;Raspberry Pi;Windows,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0
421,iOS;MacOS;Windows,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
422,Android;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
423,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
424,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
427,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,Android;Arduino;AWS;Docker;Google Cloud Platform;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
429,AWS;Google Cloud Platform;MacOS;Microsoft Azure;Raspberry Pi;WordPress,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
430,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Android;Arduino;AWS;Docker;iOS;Linux;MacOS;Windows;WordPress,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
432,Android;AWS;Google Cloud Platform;Heroku;iOS;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0
433,Android;Docker;Google Cloud Platform;Kubernetes,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
434,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,AWS;Docker;iOS;Kubernetes;Linux;Microsoft Azure;Windows;WordPress,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
436,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,AWS;Docker;Windows,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
439,Android;AWS;Docker;Microsoft Azure,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
440,Docker;Google Cloud Platform;Linux,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
441,Docker;Kubernetes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
442,Docker;Google Cloud Platform;Heroku;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
443,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
444,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Docker;Kubernetes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
446,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,Android;iOS;Raspberry Pi;Windows,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Docker;Kubernetes;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
450,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Android;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
452,Arduino;AWS;Docker;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0
453,Android;iOS;Windows,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
455,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,AWS;MacOS,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
457,Android;Docker;Linux;MacOS;Raspberry Pi;Windows,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
458,Android;Arduino;AWS;Docker;Google Cloud Platform;Linux;Slack Apps and Integrations,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0
459,AWS;Docker;Linux;Slack Apps and Integrations,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
460,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,AWS;Linux;WordPress,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
462,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
463,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,Android;Arduino;AWS;Linux;Windows,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
465,IBM Cloud or Watson;Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
466,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,AWS;Docker;Heroku;MacOS,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
469,Android;Docker;Kubernetes;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
470,AWS;Google Cloud Platform;Linux;MacOS,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
471,Docker;Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
472,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
474,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
475,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,AWS;Docker;Heroku;Kubernetes,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
478,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
479,Android;Heroku;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
480,AWS;Docker;Kubernetes;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
481,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,AWS;Docker;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Docker;iOS;Linux;MacOS;Raspberry Pi,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
485,AWS;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,Android;iOS;Windows,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490,AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Raspberry Pi,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
491,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,iOS;Linux;MacOS;Windows,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
494,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,Docker;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
498,AWS;Docker;Heroku;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
499,AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS;Slack Apps and Integrations,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Android;AWS;Docker;Linux;MacOS;Slack Apps and Integrations;Windows,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
502,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
504,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
505,AWS;Docker;Kubernetes;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
506,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,AWS;Docker;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
510,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
511,AWS;Docker;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
512,Android;AWS;Docker;Linux;MacOS,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
513,Android;Linux;MacOS;Windows,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
514,Raspberry Pi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
516,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Android;Linux;MacOS;Windows,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
518,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
519,AWS;Linux;Microsoft Azure;Slack Apps and Integrations;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
520,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
521,Android;Arduino;Google Cloud Platform;IBM Cloud or Watson;iOS;Linux;MacOS;Raspberry Pi;Windows,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1
522,Arduino;Heroku;Linux;Microsoft Azure;Raspberry Pi,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
523,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
524,Android;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Windows,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
525,AWS;Docker,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
526,Arduino,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
527,AWS;Docker;Google Cloud Platform;Linux,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
528,AWS;Docker;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
529,iOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
531,Android;Google Cloud Platform;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
532,AWS;Docker;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
533,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
535,Docker;Kubernetes;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
536,AWS;Docker;Kubernetes;MacOS,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
537,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
538,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0
539,Arduino;Google Cloud Platform;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
540,Docker;Kubernetes;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
541,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
