,DatabaseWorkedWith,Elasticsearch,Microsoft SQL Server,Oracle,MySQL,PostgreSQL,Redis,SQLite,MariaDB,Firebase,MongoDB,IBM DB2,DynamoDB,Cassandra,Couchbase
45896,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45897,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,1,1,0,1,1,1,0,0,0,1,0,0,0,0
45898,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
45899,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
45900,Firebase;PostgreSQL,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45903,Microsoft SQL Server;MongoDB;PostgreSQL;Redis,0,1,0,0,1,1,0,0,0,1,0,0,0,0
45904,MariaDB;MongoDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,1,0,0,0,0
45905,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45906,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45907,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45908,Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,0,0,0
45909,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45910,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,1,1,0,1,1,0,1,0,0,0,0,0,0,0
45911,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
45912,DynamoDB;MySQL,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45913,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45914,Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,0,0,0,0,0,0,0
45915,MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,0,0,1,0,0,0,0
45916,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45917,MariaDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,1,0,0,0,0,0,0
45918,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45919,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45920,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45921,Firebase;MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,1,1,0,0,0,0
45922,DynamoDB,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45923,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
45924,MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,0,0,0,0
45925,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45926,DynamoDB;Elasticsearch;PostgreSQL;SQLite,1,0,0,0,1,0,1,0,0,0,0,1,0,0
45927,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45928,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45929,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45930,Microsoft SQL Server;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,0,0,0,0,0,0
45931,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45932,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45933,MariaDB;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,1,0,0,0,0,0,0
45934,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45935,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45936,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
45937,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45938,MySQL;Oracle;PostgreSQL;Redis,0,0,1,1,1,1,0,0,0,0,0,0,0,0
45939,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45940,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
45941,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
45942,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
45943,Microsoft SQL Server;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,0,0,0,0,0,0
45944,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45945,IBM DB2;MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,1,0,0,0
45946,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
45947,Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,0,0,0,0,0,0,0
45948,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45949,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45950,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45951,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45952,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45953,Elasticsearch;MariaDB;MongoDB;MySQL,1,0,0,1,0,0,0,1,0,1,0,0,0,0
45954,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,1,1,0,1,0,1,1,1,0,1,0,0,0,0
45955,Microsoft SQL Server;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,0,0,0,0,0,0
45956,MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,0,0,0,0,0
45957,Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45958,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45959,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45960,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45961,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45962,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,1,0,0,1,1,1,1,0,0,0,0,0,0,0
45963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45964,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45965,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45966,MariaDB;MongoDB,0,0,0,0,0,0,0,1,0,1,0,0,0,0
45967,Firebase;MongoDB,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45968,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45969,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
45970,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45971,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45972,Firebase;MySQL,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45973,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45974,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
45975,Firebase;MySQL;SQLite,0,0,0,1,0,0,1,0,1,0,0,0,0,0
45976,Firebase;MongoDB;MySQL;Oracle,0,0,1,1,0,0,0,0,1,1,0,0,0,0
45977,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45978,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45980,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45981,Elasticsearch;MariaDB;MySQL;Redis,1,0,0,1,0,1,0,1,0,0,0,0,0,0
45982,MariaDB;MongoDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,1,0,0,0,0
45983,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45984,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
45985,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45986,Elasticsearch;Firebase;MySQL;Redis,1,0,0,1,0,1,0,0,1,0,0,0,0,0
45987,DynamoDB;MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,0,0,1,0,0
45988,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45989,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45990,IBM DB2;MariaDB;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,1,0,0,1,0,0,0
45991,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
45992,Elasticsearch;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,0,0,0,0,0
45993,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45994,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
45995,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,1,0,1,0,0,0,0
45996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45997,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45998,Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,0,0,0,0,0
45999,MariaDB;MongoDB;Oracle;PostgreSQL;Redis,0,0,1,0,1,1,0,1,0,1,0,0,0,0
46000,Oracle;Redis;SQLite,0,0,1,0,0,1,1,0,0,0,0,0,0,0
46001,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,0,1,0,1,0,1,1,1,0,1,0,0,0,0
46002,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46003,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
46004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46005,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46006,Oracle;SQLite,0,0,1,0,0,0,1,0,0,0,0,0,0,0
46007,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46008,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46009,Elasticsearch;MariaDB;MySQL,1,0,0,1,0,0,0,1,0,0,0,0,0,0
46010,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
46011,MongoDB;MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,1,0,0,0,0
46012,MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,0,0,0,0
46013,Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46014,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46016,Elasticsearch;MongoDB;PostgreSQL,1,0,0,0,1,0,0,0,0,1,0,0,0,0
46017,Firebase;MongoDB;MySQL,0,0,0,1,0,0,0,0,1,1,0,0,0,0
46018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46020,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46021,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46022,MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,0,0,0,0
46023,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
46024,Cassandra;DynamoDB;Elasticsearch;Firebase;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,1,1,1,1,1,1,1,1,1,1,1,1,1,0
46025,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46027,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
46028,Elasticsearch;MongoDB;MySQL,1,0,0,1,0,0,0,0,0,1,0,0,0,0
46029,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46030,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46031,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
46032,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46033,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46034,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46035,Couchbase;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,1,0,1,1,1,0,1,0,0,1,0,0,0,1
46036,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,0,0,1,1,1,1,1,1,0,1,0,0,0,0
46037,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46038,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46039,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46040,DynamoDB;PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,1,0,0
46041,Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,0,1,0,1,0,1,1,0,0,1,0,0,0,0
46042,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46043,Couchbase;Elasticsearch;MariaDB;MySQL;Oracle;PostgreSQL,1,0,1,1,1,0,0,1,0,0,0,0,0,1
46044,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46045,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46046,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
46047,Couchbase;Elasticsearch;Microsoft SQL Server;MySQL,1,1,0,1,0,0,0,0,0,0,0,0,0,1
46048,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46049,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46050,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
46051,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46052,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46053,MariaDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46054,Elasticsearch;Microsoft SQL Server;MongoDB,1,1,0,0,0,0,0,0,0,1,0,0,0,0
46055,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46056,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46057,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46058,IBM DB2;Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,1,0,0,0
46059,Microsoft SQL Server;Redis,0,1,0,0,0,1,0,0,0,0,0,0,0,0
46060,DynamoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46061,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,0,0,1,0,0,0,0
46062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46063,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46064,MongoDB;MySQL;Oracle,0,0,1,1,0,0,0,0,0,1,0,0,0,0
46065,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46066,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46067,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46068,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46069,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
46070,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46071,IBM DB2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46072,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46073,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
46074,DynamoDB;Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,1,0,0
46075,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46076,Elasticsearch,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46077,Cassandra;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,1,0
46078,Firebase;MongoDB;MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,1,1,0,0,0,0
46079,MariaDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,1,0,0,0,0,0,0
46080,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46081,DynamoDB;MariaDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,1,0,0,0,1,0,0
46082,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46083,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46084,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,0,1,1,1,1,0,1,0,0,1,0,0,0,0
46085,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46086,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46087,IBM DB2;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,1,0,0,0
46088,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46089,Couchbase;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;Oracle;Redis;SQLite,1,1,1,0,0,1,1,0,1,1,0,0,0,1
46090,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
46091,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46092,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46093,DynamoDB;Elasticsearch;MySQL;PostgreSQL;SQLite,1,0,0,1,1,0,1,0,0,0,0,1,0,0
46094,MongoDB;MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,1,0,0,0,0
46095,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46096,Firebase;Microsoft SQL Server;MongoDB;MySQL;Redis,0,1,0,1,0,1,0,0,1,1,0,0,0,0
46097,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
46098,Elasticsearch;MongoDB;Oracle,1,0,1,0,0,0,0,0,0,1,0,0,0,0
46099,Elasticsearch;MariaDB;MySQL,1,0,0,1,0,0,0,1,0,0,0,0,0,0
46100,Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,0,1,0,0,0,0
46101,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46103,MariaDB;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,1,0,0,0,0,0,0
46104,MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,1,0,0,0,0,0,0
46105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46107,Cassandra;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,0,1,0,0,1,1,0,0,0,1,0,0,1,0
46108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46109,MariaDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46110,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46111,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46113,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46114,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46115,Elasticsearch;Microsoft SQL Server,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46116,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46117,Couchbase;Microsoft SQL Server;MySQL;PostgreSQL;Redis,0,1,0,1,1,1,0,0,0,0,0,0,0,1
46118,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46119,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46120,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46121,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46122,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46124,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46125,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46126,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46127,MongoDB;Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46128,MongoDB;Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46129,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46130,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46131,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46132,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,1,0,0,0,0,0,0
46133,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
46134,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46135,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46138,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
46139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46140,MariaDB;PostgreSQL,0,0,0,0,1,0,0,1,0,0,0,0,0,0
46141,Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,0,0,0,0,0,0,0
46142,Cassandra;Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,0,1,0
46143,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46144,Cassandra;PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,1,0
46145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46146,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46147,Microsoft SQL Server;MongoDB;SQLite,0,1,0,0,0,0,1,0,0,1,0,0,0,0
46148,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
46149,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
46150,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46151,Cassandra;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;SQLite,1,0,0,1,1,0,1,0,1,1,0,0,1,0
46152,DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;Redis,1,1,0,1,0,1,0,0,0,0,0,1,0,0
46153,Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,0,1,0,0,0,0
46154,Firebase;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,1,0,0,0,0,0
46155,DynamoDB;Elasticsearch;MySQL;Redis,1,0,0,1,0,1,0,0,0,0,0,1,0,0
46156,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46157,MongoDB;Oracle,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46158,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46159,MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,0,0,0,0
46160,MariaDB;MongoDB,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46161,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46162,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
46163,Firebase;Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,1,0,0,0,0,0
46164,Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,0,0,0,0,0
46165,MongoDB;MySQL;Oracle,0,0,1,1,0,0,0,0,0,1,0,0,0,0
46166,Firebase;MongoDB,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46167,MariaDB;Microsoft SQL Server,0,1,0,0,0,0,0,1,0,0,0,0,0,0
46168,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46169,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
46170,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46171,Elasticsearch;Oracle,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46172,MariaDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46175,Oracle;Redis,0,0,1,0,0,1,0,0,0,0,0,0,0,0
46176,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46177,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46178,DynamoDB;Firebase;Microsoft SQL Server;MySQL;Redis,0,1,0,1,0,1,0,0,1,0,0,1,0,0
46179,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46181,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46182,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
46183,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46184,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46185,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46186,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46188,Cassandra;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,1,0
46189,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46190,MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,0,0,0,0,0
46191,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46192,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
46193,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46194,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46196,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46197,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46198,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46199,Elasticsearch;MongoDB,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46200,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46201,MongoDB;PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,1,0,0,0,0
46202,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46204,MariaDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,0,0,0,0,0
46205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46207,DynamoDB;SQLite,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46208,Firebase;MariaDB;MongoDB;MySQL,0,0,0,1,0,0,0,1,1,1,0,0,0,0
46209,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
46210,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
